time_bin,counts,label
270182589.34384155,8,0
270182590.34384173,8,0
270182591.3438419,8,0
270182592.3438421,8,0
270182593.34384227,8,0
270182594.3438425,8,0
270182595.3438427,8,0
270182596.34384286,8,0
270182597.34384304,8,0
270182598.3438432,8,0
270182599.3438434,8,0
270182600.3438436,8,0
270182601.34384376,8,0
270182602.34384394,8,0
270182603.3438441,10,0
270182604.3438443,8,0
270182605.34384453,8,0
270182606.3438447,8,0
270182607.3438449,8,0
270182608.34384507,8,0
270182609.34384525,8,0
270182610.3438454,8,0
270182611.3438456,8,0
270182612.3438458,8,0
270182613.34384596,8,0
270182614.34384614,8,0
270182615.3438463,8,0
270182616.34384656,8,0
270182617.34384674,8,0
270182618.3438469,8,0
270182619.3438471,8,0
270182620.3438473,8,0
270182621.34384745,8,0
270182622.34384763,8,0
270182623.3438478,8,0
270182624.343848,8,0
270182625.34384817,8,0
270182626.34384835,8,0
270182627.3438485,8,0
270182628.34384876,8,0
270182629.34384894,8,0
270182630.3438491,8,0
270182631.3438493,8,0
270182632.3438495,8,0
270182633.34384966,8,0
270182634.34384984,8,0
270182635.34385,8,0
270182636.3438502,8,0
270182637.3438504,8,0
270182638.34385055,8,0
270182639.3438508,8,0
270182640.343851,8,0
270182641.34385115,8,0
270182642.3438513,8,0
270182643.3438515,8,0
270182644.3438517,8,0
270182645.34385186,8,0
270182646.34385204,8,0
270182647.3438522,8,0
270182648.3438524,8,0
270182649.3438526,8,0
270182650.3438528,8,0
270182651.343853,8,0
270182652.3438532,8,0
270182653.34385335,8,0
270182654.34385353,8,0
270182655.3438537,8,0
270182656.3438539,8,0
270182657.34385407,8,0
270182658.34385425,8,0
270182659.3438544,8,0
270182660.3438546,8,0
270182661.34385484,8,0
270182662.343855,8,0
270182663.3438552,8,0
270182664.3438554,8,0
270182665.34385556,8,0
270182666.34385574,8,0
270182667.3438559,8,0
270182668.3438561,8,0
270182669.3438563,8,0
270182670.34385645,8,0
270182671.34385663,8,0
270182672.3438568,8,0
270182673.34385705,8,0
270182674.3438572,8,0
270182675.3438574,8,0
270182676.3438576,8,0
270182677.34385777,8,0
270182678.34385794,8,0
270182679.3438581,8,0
270182680.3438583,8,0
270182681.3438585,8,0
270182682.34385866,8,0
270182683.34385884,8,0
270182684.3438591,8,0
270182685.34385926,8,0
270182686.34385943,8,0
270182687.3438596,8,0
270182688.3438598,8,0
270182689.34386,8,0
270182690.34386015,8,0
270182691.3438603,7,0
270182692.3438605,8,0
270182693.3438607,8,0
270182694.34386086,8,0
270182695.3438611,8,0
270182696.3438613,8,0
270182697.34386146,8,0
270182698.34386164,8,0
270182699.3438618,8,0
270182700.343862,8,0
270182701.3438622,8,0
270182702.34386235,8,0
270182703.34386253,8,0
270182704.3438627,8,0
270182705.3438629,8,0
270182706.3438631,8,0
270182707.3438633,8,0
270182708.3438635,8,0
270182709.34386367,8,0
270182710.34386384,8,0
270182711.343864,8,0
270182712.3438642,8,0
270182713.3438644,8,0
270182714.34386456,8,0
270182715.34386474,8,0
270182716.3438649,8,0
270182717.3438651,8,0
270182718.34386533,8,0
270182719.3438655,8,0
270182720.3438657,8,0
270182721.3438659,8,0
270182722.34386605,8,0
270182723.3438662,8,0
270182724.3438664,8,0
270182725.3438666,8,0
270182726.34386677,8,0
270182727.34386694,8,0
270182728.3438671,8,0
270182729.34386736,8,0
270182730.34386754,8,0
270182731.3438677,8,0
270182732.3438679,8,0
270182733.3438681,8,0
270182734.34386826,8,0
270182735.34386843,8,0
270182736.3438686,8,0
270182737.3438688,8,0
270182738.343869,8,0
270182739.34386915,8,0
270182740.3438694,8,0
270182741.34386957,8,0
270182742.34386975,8,0
270182743.3438699,8,0
270182744.3438701,8,0
270182745.3438703,8,0
270182746.34387046,8,0
270182747.34387064,8,0
270182748.3438708,8,0
270182749.343871,8,0
270182750.3438712,8,0
270182751.3438714,8,0
270182752.3438716,8,0
270182753.3438718,8,0
270182754.34387195,8,0
270182755.34387213,8,0
270182756.3438723,8,0
270182757.3438725,8,0
270182758.34387267,8,0
270182759.34387285,8,0
270182760.343873,8,0
270182761.3438732,8,0
270182762.3438734,8,0
270182763.3438736,8,0
270182764.3438738,8,0
270182765.343874,8,0
270182766.34387416,8,0
270182767.34387434,8,0
270182768.3438745,8,0
270182769.3438747,8,0
270182770.3438749,8,0
270182771.34387505,8,0
270182772.3438752,8,0
270182773.3438754,8,0
270182774.34387565,8,0
270182775.3438758,8,0
270182776.343876,8,0
270182777.3438762,8,0
270182778.34387636,8,0
270182779.34387654,8,0
270182780.3438767,8,0
270182781.3438769,8,0
270182782.3438771,8,0
270182783.34387726,8,0
270182784.34387743,8,0
270182785.3438777,8,0
270182786.34387785,8,0
270182787.34387803,8,0
270182788.3438782,8,0
270182789.3438784,8,0
270182790.34387857,8,0
270182791.34387875,8,0
270182792.3438789,8,0
270182793.3438791,8,0
270182794.3438793,8,0
270182795.34387946,8,0
270182796.3438797,8,0
270182797.3438799,8,0
270182798.34388006,8,0
270182799.34388024,8,0
270182800.3438804,8,0
270182801.3438806,8,0
270182802.3438808,8,0
270182803.34388095,8,0
270182804.34388113,8,0
270182805.3438813,8,0
270182806.3438815,8,0
270182807.34388167,8,0
270182808.3438819,8,0
270182809.3438821,8,0
270182810.34388226,8,0
270182811.34388244,8,0
270182812.3438826,8,0
270182813.3438828,8,0
270182814.343883,8,0
270182815.34388316,8,0
270182816.34388334,8,0
270182817.3438835,8,0
270182818.3438837,8,0
270182819.34388393,8,0
270182820.3438841,8,0
270182821.3438843,8,0
270182822.34388447,8,0
270182823.34388465,8,0
270182824.3438848,8,0
270182825.343885,8,0
270182826.3438852,8,0
270182827.34388536,8,0
270182828.34388554,8,0
270182829.3438857,8,0
270182830.34388596,8,0
270182831.34388614,8,0
270182832.3438863,8,0
270182833.3438865,8,0
270182834.3438867,8,0
270182835.34388685,8,0
270182836.34388703,8,0
270182837.3438872,8,0
270182838.3438874,8,0
270182839.34388757,8,0
270182840.34388775,8,0
270182841.343888,8,0
270182842.34388816,8,0
270182843.34388834,8,0
270182844.3438885,8,0
270182845.3438887,8,0
270182846.3438889,8,0
270182847.34388906,8,0
270182848.34388924,8,0
270182849.3438894,8,0
270182850.3438896,8,0
270182851.3438898,8,0
270182852.34388995,8,0
270182853.3438902,8,0
270182854.34389037,8,0
270182855.34389055,8,0
270182856.3438907,8,0
270182857.3438909,8,0
270182858.3438911,8,0
270182859.34389126,8,0
270182860.34389144,8,0
270182861.3438916,8,0
270182862.3438918,8,0
270182863.343892,8,0
270182864.3438922,8,0
270182865.3438924,8,0
270182866.3438926,8,0
270182867.34389275,8,0
270182868.34389293,8,0
270182869.3438931,8,0
270182870.3438933,8,0
270182871.34389347,8,0
270182872.34389365,8,0
270182873.3438938,8,0
270182874.343894,8,0
270182875.34389424,8,0
270182876.3438944,8,0
270182877.3438946,9,0
270182878.3438948,8,0
270182879.34389496,8,0
270182880.34389514,8,0
270182881.3438953,8,0
270182882.3438955,8,0
270182883.3438957,8,0
270182884.34389585,8,0
270182885.34389603,8,0
270182886.3438962,8,0
270182887.34389645,8,0
270182888.3438966,8,0
270182889.3438968,8,0
270182890.343897,8,0
270182891.34389716,7,0
270182892.34389734,8,0
270182893.3438975,8,0
270182894.3438977,8,0
270182895.3438979,8,0
270182896.34389806,8,0
270182897.34389824,8,0
270182898.3438985,8,0
270182899.34389865,8,0
270182900.34389883,8,0
270182901.343899,8,0
270182902.3438992,8,0
270182903.34389937,8,0
270182904.34389955,8,0
270182905.3438997,8,0
270182906.3438999,8,0
270182907.3439001,8,0
270182908.34390026,8,0
270182909.3439005,8,0
270182910.3439007,8,0
270182911.34390086,8,0
270182912.34390104,8,0
270182913.3439012,8,0
270182914.3439014,8,0
270182915.3439016,8,0
270182916.34390175,8,0
270182917.34390193,8,0
270182918.3439021,8,0
270182919.3439023,8,0
270182920.3439025,8,0
270182921.3439027,8,0
270182922.3439029,8,0
270182923.34390306,8,0
270182924.34390324,8,0
270182925.3439034,8,0
270182926.3439036,8,0
270182927.3439038,8,0
270182928.34390396,8,0
270182929.34390414,8,0
270182930.3439043,8,0
270182931.3439045,8,0
270182932.34390473,8,0
270182933.3439049,8,0
270182934.3439051,8,0
270182935.34390527,8,0
270182936.34390545,8,0
270182937.3439056,8,0
270182938.3439058,8,0
270182939.343906,8,0
270182940.34390616,8,0
270182941.34390634,8,0
270182942.3439065,8,0
270182943.34390676,8,0
270182944.34390694,8,0
270182945.3439071,8,0
270182946.3439073,8,0
270182947.3439075,8,0
270182948.34390765,8,0
270182949.34390783,8,0
270182950.343908,8,0
270182951.3439082,8,0
270182952.34390837,8,0
270182953.34390855,8,0
270182954.3439088,8,0
270182955.34390897,8,0
270182956.34390914,8,0
270182957.3439093,8,0
270182958.3439095,8,0
270182959.3439097,8,0
270182960.34390986,8,0
270182961.34391004,8,0
270182962.3439102,8,0
270182963.3439104,8,0
270182964.3439106,8,0
270182965.3439108,8,0
270182966.343911,8,0
270182967.3439112,8,0
270182968.34391135,8,0
270182969.3439115,8,0
270182970.3439117,8,0
270182971.3439119,8,0
270182972.34391207,8,0
270182973.34391224,8,0
270182974.3439124,8,0
270182975.3439126,8,0
270182976.3439128,8,0
270182977.343913,8,0
270182978.3439132,8,0
270182979.3439134,8,0
270182980.34391356,8,0
270182981.34391373,8,0
270182982.3439139,8,0
270182983.3439141,8,0
270182984.3439143,8,0
270182985.34391445,8,0
270182986.3439146,8,0
270182987.3439148,8,0
270182988.34391505,8,0
270182989.3439152,8,0
270182990.3439154,8,0
270182991.3439156,7,0
270182992.34391576,8,0
270182993.34391594,8,0
270182994.3439161,8,0
270182995.3439163,8,0
270182996.3439165,8,0
270182997.34391665,8,0
270182998.34391683,8,0
270182999.3439171,8,0
270183000.34391725,8,0
270183001.3439174,8,0
270183002.3439176,8,0
270183003.3439178,8,0
270183004.34391797,8,0
270183005.34391814,8,0
270183006.3439183,8,0
270183007.3439185,8,0
270183008.3439187,8,0
270183009.34391886,8,0
270183010.3439191,8,0
270183011.3439193,8,0
270183012.34391946,8,0
270183013.34391963,8,0
270183014.3439198,8,0
270183015.34392,9,0
270183016.3439202,8,0
270183017.34392035,8,0
270183018.3439205,8,0
270183019.3439207,8,0
270183020.3439209,8,0
270183021.34392107,8,0
270183022.3439213,8,0
270183023.3439215,8,0
270183024.34392166,8,0
270183025.34392184,8,0
270183026.343922,8,0
270183027.3439222,8,0
270183028.3439224,8,0
270183029.34392256,8,0
270183030.34392273,8,0
270183031.3439229,8,0
270183032.3439231,8,0
270183033.34392333,8,0
270183034.3439235,8,0
270183035.3439237,8,0
270183036.34392387,8,0
270183037.34392405,8,0
270183038.3439242,8,0
270183039.3439244,8,0
270183040.3439246,8,0
270183041.34392476,8,0
270183042.34392494,8,0
270183043.3439251,8,0
270183044.34392536,8,0
270183045.34392554,8,0
270183046.3439257,8,0
270183047.3439259,8,0
270183048.3439261,8,0
270183049.34392625,8,0
270183050.3439264,8,0
270183051.3439266,8,0
270183052.3439268,8,0
270183053.34392697,8,0
270183054.34392715,8,0
270183055.3439274,8,0
270183056.34392756,8,0
270183057.34392774,8,0
270183058.3439279,8,0
270183059.3439281,8,0
270183060.3439283,8,0
270183061.34392846,8,0
270183062.34392864,8,0
270183063.3439288,8,0
270183064.343929,8,0
270183065.3439292,8,0
270183066.34392935,8,0
270183067.3439296,8,0
270183068.34392977,8,0
270183069.34392995,8,0
270183070.3439301,8,0
270183071.3439303,8,0
270183072.3439305,8,0
270183073.34393066,8,0
270183074.34393084,8,0
270183075.343931,8,0
270183076.3439312,8,0
270183077.3439314,8,0
270183078.3439316,8,0
270183079.3439318,8,0
270183080.343932,8,0
270183081.34393215,8,0
270183082.34393233,8,0
270183083.3439325,8,0
270183084.3439327,8,0
270183085.34393287,8,0
270183086.34393305,8,0
270183087.3439332,8,0
270183088.3439334,8,0
270183089.34393364,8,0
270183090.3439338,8,0
270183091.343934,8,0
270183092.3439342,8,0
270183093.34393436,8,0
270183094.34393454,8,0
270183095.3439347,8,0
270183096.3439349,8,0
270183097.3439351,8,0
270183098.34393525,8,0
270183099.34393543,8,0
270183100.34393567,8,0
270183101.34393585,8,0
270183102.343936,8,0
270183103.3439362,8,0
270183104.3439364,8,0
270183105.34393656,8,0
270183106.34393674,8,0
270183107.3439369,8,0
270183108.3439371,8,0
270183109.3439373,8,0
270183110.34393746,8,0
270183111.34393764,8,0
270183112.3439379,8,0
270183113.34393805,8,0
270183114.34393823,8,0
270183115.3439384,8,0
270183116.3439386,8,0
270183117.34393877,8,0
270183118.34393895,8,0
270183119.3439391,8,0
270183120.3439393,8,0
270183121.3439395,8,0
270183122.34393966,8,0
270183123.3439399,8,0
270183124.3439401,8,0
270183125.34394026,8,0
270183126.34394044,8,0
270183127.3439406,8,0
270183128.3439408,8,0
270183129.343941,8,0
270183130.34394115,8,0
270183131.34394133,8,0
270183132.3439415,8,0
270183133.3439417,8,0
270183134.3439419,8,0
270183135.3439421,8,0
270183136.3439423,8,0
270183137.34394246,8,0
270183138.34394264,8,0
270183139.3439428,8,0
270183140.343943,8,0
270183141.3439432,8,0
270183142.34394336,8,0
270183143.34394354,8,0
270183144.3439437,8,0
270183145.34394395,8,0
270183146.34394413,8,0
270183147.3439443,8,0
270183148.3439445,8,0
270183149.34394467,8,0
270183150.34394485,8,0
270183151.343945,8,0
270183152.3439452,8,0
270183153.3439454,8,0
270183154.34394556,8,0
270183155.34394574,8,0
270183156.3439459,8,0
270183157.34394616,8,0
270183158.34394634,8,0
270183159.3439465,8,0
270183160.3439467,8,0
270183161.3439469,8,0
270183162.34394705,8,0
270183163.34394723,8,0
270183164.3439474,8,0
270183165.3439476,8,0
270183166.34394777,8,0
270183167.34394795,8,0
270183168.3439482,8,0
270183169.34394836,8,0
270183170.34394854,8,0
270183171.3439487,8,0
270183172.3439489,8,0
270183173.3439491,8,0
270183174.34394926,8,0
270183175.34394944,8,0
270183176.3439496,8,0
270183177.3439498,9,0
270183178.34395,8,0
270183179.3439502,8,0
270183180.3439504,8,0
270183181.34395057,8,0
270183182.34395075,8,0
270183183.3439509,8,0
270183184.3439511,8,0
270183185.3439513,8,0
270183186.34395146,8,0
270183187.34395164,8,0
270183188.3439518,8,0
270183189.343952,8,0
270183190.3439522,8,0
270183191.3439524,8,0
270183192.3439526,8,0
270183193.3439528,8,0
270183194.34395295,8,0
270183195.34395313,8,0
270183196.3439533,8,0
270183197.3439535,8,0
270183198.34395367,8,0
270183199.34395385,8,0
270183200.343954,8,0
270183201.3439542,8,0
270183202.34395444,8,0
270183203.3439546,8,0
270183204.3439548,8,0
270183205.343955,8,0
270183206.34395516,8,0
270183207.34395534,8,0
270183208.3439555,8,0
270183209.3439557,8,0
270183210.3439559,8,0
270183211.34395605,8,0
270183212.34395623,8,0
270183213.3439565,8,0
270183214.34395665,8,0
270183215.3439568,8,0
270183216.343957,8,0
270183217.3439572,8,0
270183218.34395736,8,0
270183219.34395754,8,0
270183220.3439577,9,0
270183221.3439579,8,0
270183222.3439581,8,0
270183223.34395826,9,0
270183224.3439585,8,0
270183225.3439587,8,0
270183226.34395885,8,0
270183227.34395903,8,0
270183228.3439592,8,0
270183229.3439594,9,0
270183230.34395957,8,0
270183231.34395975,8,0
270183232.3439599,8,0
270183233.3439601,8,0
270183234.3439603,8,0
270183235.34396046,8,0
270183236.3439607,8,0
270183237.3439609,8,0
270183238.34396106,8,0
270183239.34396124,8,0
270183240.3439614,8,0
270183241.3439616,8,0
270183242.3439618,8,0
270183243.34396195,8,0
270183244.34396213,8,0
270183245.3439623,8,0
270183246.3439625,8,0
270183247.3439627,8,0
270183248.3439629,8,0
270183249.3439631,8,0
270183250.34396327,8,0
270183251.34396344,8,0
270183252.3439636,8,0
270183253.3439638,8,0
270183254.343964,8,0
270183255.34396416,8,0
270183256.34396434,8,0
270183257.3439645,8,0
270183258.34396476,8,0
270183259.34396493,8,0
270183260.3439651,8,0
270183261.3439653,8,0
270183262.3439655,8,0
270183263.34396565,8,0
270183264.3439658,8,0
270183265.343966,8,0
270183266.3439662,8,0
270183267.34396636,8,0
270183268.34396654,8,0
270183269.3439668,8,0
270183270.34396696,8,0
270183271.34396714,8,0
270183272.3439673,8,0
270183273.3439675,8,0
270183274.3439677,8,0
270183275.34396785,8,0
270183276.34396803,8,0
270183277.3439682,8,0
270183278.3439684,8,0
270183279.3439686,8,0
270183280.34396875,8,0
270183281.343969,8,0
270183282.34396917,8,0
270183283.34396935,8,0
270183284.3439695,8,0
270183285.3439697,8,0
270183286.3439699,8,0
270183287.34397006,8,0
270183288.34397024,8,0
270183289.3439704,8,0
270183290.3439706,8,0
270183291.3439708,8,0
270183292.343971,8,0
270183293.3439712,8,0
270183294.3439714,8,0
270183295.34397155,8,0
270183296.3439717,8,0
270183297.3439719,8,0
270183298.3439721,8,0
270183299.34397227,8,0
270183300.34397244,8,0
270183301.3439726,8,0
270183302.3439728,8,0
270183303.34397304,8,0
270183304.3439732,8,0
270183305.3439734,8,0
270183306.3439736,8,0
270183307.34397376,8,0
270183308.34397393,8,0
270183309.3439741,8,0
270183310.3439743,8,0
270183311.3439745,8,0
270183312.34397465,8,0
270183313.3439748,8,0
270183314.34397507,8,0
270183315.34397525,8,0
270183316.3439754,8,0
270183317.3439756,8,0
270183318.3439758,8,0
270183319.34397596,8,0
270183320.34397614,8,0
270183321.3439763,8,0
270183322.3439765,8,0
270183323.3439767,8,0
270183324.34397686,8,0
270183325.34397703,8,0
270183326.3439773,8,0
270183327.34397745,8,0
270183328.34397763,8,0
270183329.3439778,8,0
270183330.343978,8,0
270183331.34397817,8,0
270183332.34397835,8,0
270183333.3439785,8,0
270183334.3439787,8,0
270183335.3439789,8,0
270183336.34397906,8,0
270183337.3439793,8,0
270183338.3439795,8,0
270183339.34397966,8,0
270183340.34397984,8,0
270183341.34398,8,0
270183342.3439802,8,0
270183343.3439804,8,0
270183344.34398055,8,0
270183345.3439807,8,0
270183346.3439809,8,0
270183347.3439811,8,0
270183348.3439813,8,0
270183349.3439815,8,0
270183350.3439817,8,0
270183351.34398186,8,0
270183352.34398204,8,0
270183353.3439822,9,0
270183354.3439824,8,0
270183355.3439826,8,0
270183356.34398276,8,0
270183357.34398293,8,0
270183358.3439831,8,0
270183359.34398335,8,0
270183360.34398353,9,0
270183361.3439837,9,0
270183362.3439839,8,0
270183363.34398407,9,0
270183364.34398425,9,0
270183365.3439844,9,0
270183366.3439846,9,0
270183367.3439848,8,0
270183368.34398496,8,0
270183369.34398514,8,0
270183370.3439853,8,0
270183371.34398556,8,0
270183372.34398574,8,0
270183373.3439859,8,0
270183374.3439861,8,0
270183375.3439863,8,0
270183376.34398645,8,0
270183377.34398663,8,0
270183378.3439868,8,0
270183379.343987,8,0
270183380.34398717,8,0
270183381.34398735,8,0
270183382.3439876,8,0
270183383.34398776,8,0
270183384.34398794,8,0
270183385.3439881,8,0
270183386.3439883,8,0
270183387.3439885,8,0
270183388.34398866,8,0
270183389.34398884,8,0
270183390.343989,8,0
270183391.3439892,8,0
270183392.3439894,8,0
270183393.3439896,8,0
270183394.3439898,8,0
270183395.34398997,8,0
270183396.34399015,8,0
270183397.3439903,8,0
270183398.3439905,8,0
270183399.3439907,8,0
270183400.34399086,8,0
270183401.34399104,8,0
270183402.3439912,8,0
270183403.3439914,8,0
270183404.34399164,8,0
270183405.3439918,8,0
270183406.343992,8,0
270183407.3439922,8,0
270183408.34399235,8,0
270183409.34399253,8,0
270183410.3439927,8,0
270183411.3439929,8,0
270183412.34399307,8,0
270183413.34399325,8,0
270183414.3439934,8,0
270183415.3439936,8,0
270183416.34399384,8,0
270183417.343994,8,0
270183418.3439942,8,0
270183419.3439944,8,0
270183420.34399456,9,0
270183421.34399474,9,0
270183422.3439949,8,0
270183423.3439951,8,0
270183424.3439953,8,0
270183425.34399545,9,0
270183426.34399563,9,0
270183427.34399587,8,0
270183428.34399605,8,0
270183429.3439962,8,0
270183430.3439964,8,0
270183431.3439966,9,0
270183432.34399676,9,0
270183433.34399694,9,0
270183434.3439971,8,0
270183435.3439973,9,0
270183436.3439975,8,0
270183437.34399766,8,0
270183438.3439979,8,0
270183439.3439981,8,0
270183440.34399825,8,0
270183441.34399843,8,0
270183442.3439986,9,0
270183443.3439988,8,0
270183444.34399897,9,0
270183445.34399915,8,0
270183446.3439993,9,0
270183447.3439995,8,0
270183448.3439997,9,0
270183449.34399986,9,0
270183450.3440001,8,0
270183451.3440003,9,0
270183452.34400046,8,0
270183453.34400064,8,0
270183454.3440008,8,0
270183455.344001,8,0
270183456.3440012,9,0
270183457.34400135,9,0
270183458.34400153,9,0
270183459.3440017,9,0
270183460.3440019,9,0
270183461.3440021,9,0
270183462.3440023,8,0
270183463.3440025,9,0
270183464.34400266,9,0
270183465.34400284,8,0
270183466.344003,8,0
270183467.3440032,8,0
270183468.3440034,8,0
270183469.34400356,8,0
270183470.34400374,8,0
270183471.3440039,8,0
270183472.34400415,8,0
270183473.34400433,8,0
270183474.3440045,8,0
270183475.3440047,8,0
270183476.34400487,8,0
270183477.34400505,8,0
270183478.3440052,8,0
270183479.3440054,8,0
270183480.3440056,8,0
270183481.34400576,8,0
270183482.34400594,8,0
270183483.3440062,8,0
270183484.34400636,8,0
270183485.34400654,8,0
270183486.3440067,8,0
270183487.3440069,8,0
270183488.3440071,8,0
270183489.34400725,8,0
270183490.34400743,8,0
270183491.3440076,8,0
270183492.3440078,8,0
270183493.34400797,8,0
270183494.34400815,8,0
270183495.3440084,8,0
270183496.34400856,8,0
270183497.34400874,8,0
270183498.3440089,8,0
270183499.3440091,8,0
270183500.3440093,8,0
270183501.34400946,8,0
270183502.34400964,8,0
270183503.3440098,8,0
270183504.34401,8,0
270183505.3440102,8,0
270183506.3440104,8,0
270183507.3440106,8,0
270183508.3440108,8,0
270183509.34401095,8,0
270183510.3440111,8,0
270183511.3440113,8,0
270183512.3440115,8,0
270183513.34401166,8,0
270183514.34401184,8,0
270183515.344012,8,0
270183516.3440122,8,0
270183517.34401244,8,0
270183518.3440126,8,0
270183519.3440128,8,0
270183520.344013,8,0
270183521.34401315,8,0
270183522.34401333,8,0
270183523.3440135,8,0
270183524.3440137,8,0
270183525.34401387,8,0
270183526.34401405,8,0
270183527.3440142,8,0
270183528.34401447,8,0
270183529.34401464,8,0
270183530.3440148,8,0
270183531.344015,8,0
270183532.3440152,8,0
270183533.34401536,8,0
270183534.34401554,8,0
270183535.3440157,8,0
270183536.3440159,8,0
270183537.3440161,8,0
270183538.34401625,9,0
270183539.34401643,8,0
270183540.3440167,9,0
270183541.34401685,9,0
270183542.344017,8,0
270183543.3440172,8,0
270183544.3440174,8,0
270183545.34401757,9,0
270183546.34401774,8,0
270183547.3440179,8,0
270183548.3440181,8,0
270183549.3440183,8,0
270183550.34401846,8,0
270183551.3440187,8,0
270183552.3440189,8,0
270183553.34401906,8,0
270183554.34401923,8,0
270183555.3440194,8,0
270183556.3440196,8,0
270183557.3440198,8,0
270183558.34401995,8,0
270183559.3440201,8,0
270183560.3440203,8,0
270183561.3440205,8,0
270183562.3440207,8,0
270183563.3440209,8,0
270183564.3440211,8,0
270183565.34402126,8,0
270183566.34402144,8,0
270183567.3440216,8,0
270183568.3440218,8,0
270183569.344022,8,0
270183570.34402215,8,0
270183571.34402233,8,0
270183572.3440225,8,0
270183573.34402275,8,0
270183574.3440229,8,0
270183575.3440231,8,0
270183576.3440233,8,0
270183577.34402347,8,0
270183578.34402364,8,0
270183579.3440238,8,0
270183580.344024,8,0
270183581.3440242,8,0
270183582.34402436,8,0
270183583.34402454,8,0
270183584.3440247,8,0
270183585.34402496,8,0
270183586.34402514,8,0
270183587.3440253,8,0
270183588.3440255,8,0
270183589.3440257,8,0
270183590.34402585,8,0
270183591.344026,8,0
270183592.3440262,9,0
270183593.3440264,8,0
270183594.34402657,8,0
270183595.34402674,8,0
270183596.344027,8,0
270183597.34402716,8,0
270183598.34402734,8,0
270183599.3440275,8,0
270183600.3440277,8,0
270183601.3440279,8,0
270183602.34402806,8,0
270183603.34402823,8,0
270183604.3440284,8,0
270183605.3440286,8,0
270183606.3440288,8,0
270183607.344029,8,0
270183608.3440292,8,0
270183609.34402937,8,0
270183610.34402955,8,0
270183611.3440297,8,0
270183612.3440299,8,0
270183613.3440301,8,0
270183614.34403026,8,0
270183615.34403044,8,0
270183616.3440306,8,0
270183617.3440308,8,0
270183618.34403104,8,0
270183619.3440312,8,0
270183620.3440314,8,0
270183621.3440316,8,0
270183622.34403175,8,0
270183623.34403193,8,0
270183624.3440321,8,0
270183625.3440323,8,0
270183626.34403247,8,0
270183627.34403265,8,0
270183628.3440328,8,0
270183629.344033,8,0
270183630.34403324,8,0
270183631.3440334,8,0
270183632.3440336,8,0
270183633.3440338,8,0
270183634.34403396,8,0
270183635.34403414,8,0
270183636.3440343,8,0
270183637.3440345,8,0
270183638.3440347,8,0
270183639.34403485,8,0
270183640.344035,8,0
270183641.34403527,8,0
270183642.34403545,8,0
270183643.3440356,8,0
270183644.3440358,8,0
